verb,reviewReason,affectedFormCount,affectedForms,pdfRows,pdfSlots,corpusClassification,verbnetClassification,status,frameEvidence,verbnetClasses,reviewStatus
say,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP PP.manner (monotransitive); NP V NP ADVP (monotransitive),"indicate-78-1, pronounce-29.3.1, say-37.7-1-1",pending
scab,classification-gap; verbnet-unmatched,4,"scab, scabbed, scabbing, scabs",746,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scabble,classification-gap; verbnet-unmatched,4,"scabble, scabbled, scabbles, scabbling",747,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scald,classification-gap,4,"scald, scalded, scalding, scalds",748,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP (monotransitive),"cooking-45.3, hurt-40.8.3-2",pending
scale,classification-gap,4,"scale, scaled, scales, scaling",749,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive),pit-10.7,pending
scam,classification-gap; verbnet-unmatched,4,"scam, scammed, scamming, scams",750,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scan,classification-gap,4,"scan, scanned, scanning, scans",751,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),"assessment-34.1, investigate-35.4",pending
scant,classification-gap; verbnet-unmatched,4,"scant, scanted, scanting, scants",752,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scar,classification-gap,4,"scar, scarred, scarring, scars",753,"V1, V2, V3, V4, V5",,intransitive,provisional,NP V (intransitive),image_impression-25.1,pending
scare,classification-gap,4,"scare, scared, scares, scaring",754,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
scarify,classification-gap,4,"scarified, scarifies, scarify, scarifying",755,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive),cut-21.1-1,pending
scarp,classification-gap; verbnet-unmatched,4,"scarp, scarped, scarping, scarps",756,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scat,classification-gap; verbnet-unmatched,4,"scat, scats, scatted, scatting",757,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
scatter,classification-gap,1,scatter,758,V1,,monotransitive,provisional,NP V NP PP.destination-Conative (monotransitive),spray-9.7-1,pending
scold,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.attribute (monotransitive),judgment-33.1-1,pending
scorch,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
scowl,classification-gap,2,"scowl, scowls",761,"V1, V5",,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive),nonverbal_expression-40.2,pending
scrawl,classification-gap,3,"scrawl, scrawling, scrawls",762,"V1, V4, V5",,intransitive,provisional,NP V (intransitive),scribble-25.2-1,pending
scream,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"manner_speaking-37.3, sound_emission-43.2",pending
screw,classification-gap,2,"screw, screws",764,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),tape-22.4,pending
scrub,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,wipe_manner-10.4.1-1,pending
search,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),search-35.2,pending
seat,classification-gap,1,seat,767,V1,,monotransitive,provisional,NP V NP PP.location (monotransitive),fit-54.3,pending
secure,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP NP (ditransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.source (monotransitive),"ensure-99, get-13.5.1-1, shake-22.3-2-1",pending
seem,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,seem-109-1-1-1,pending
seize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.source PP.beneficiary (monotransitive),"obtain-13.5.2, steal-10.5",pending
select,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP (monotransitive); NP V NP PP.source (monotransitive),"characterize-29.2, obtain-13.5.2",pending
sell,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP PP.asset (monotransitive); NP V NP PP.recipient PP.asset (monotransitive); NP V NP NP PP.asset (ditransitive),give-13.1-1,pending
sentence,classification-gap; verbnet-unmatched,2,"sentence, sentences",776,"V1, V5",,uncertain,unmatched,,,pending
separate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.goal (monotransitive); NP V NP PP (monotransitive),"classify-29.10, remove-10.1, separate-23.1-1-1",pending
set,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.beneficiary (monotransitive),"braid-41.2.2, establish-55.5-1, other_cos-45.4-1, preparing-26.3-2, put-9.1-2",pending
sever,classification-gap,1,severs,779,V5,ambitransitive,ambitransitive,provisional,NP V NP (monotransitive); NP V NP PP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V (intransitive),"remove-10.1, separate-23.1",pending
sew,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V NP PP (monotransitive); NP V NP together (monotransitive); NP V NP PP.destination-Conative (monotransitive),"build-26.1, shake-22.3-2, spray-9.7-1",pending
shape,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP P.asset (monotransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"build-26.1-1, engender-27.1, reflexive_appearance-48.1.2",pending
share,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
shatter,classification-gap; corpus-vs-verbnet-conflict,1,shatters,784,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP ADJ PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive),"break-45.1, destroy-44",pending
shear,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination (monotransitive),wipe_instr-10.4.2-1,pending
shed,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),substance_emission-43.4-1,pending
shirk,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
shock,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),"amuse-31.1, bully-59.5",pending
shoe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),butter-9.9,pending
shoot,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP-Dative NP (ditransitive),"poison-42.2, throw-17.1-1",pending
shorten,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
show,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP to be NP (monotransitive); NP V NP S_INF (monotransitive); NP V NP S_ING (monotransitive); NP V NP S (monotransitive); NP V NP what S (monotransitive); NP V NP what S_INF (monotransitive); NP V NP how S (monotransitive),"crane-40.3.2, indicate-78-1-1, reflexive_appearance-48.1.2, transfer_mesg-37.1.1-1-1",pending
shrink,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V (intransitive),"bend-45.2, flinch-40.5",pending
shun,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,avoid-52,pending
shut,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
sight,classification-gap,2,"sight, sights",801,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive),sight-30.2,pending
signal,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP-Dative NP (ditransitive); NP V NP PP.topic (monotransitive),instr_communication-37.4.1,pending
signify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive),representation-110.1,pending
sink,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
sit,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),"assuming_position-50, put_spatial-9.2, spatial_configuration-47.6-1",pending
ski,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),vehicle-51.4.1-1,pending
skid,classification-gap,3,"skid, skidded, skids",809,"V1, V2, V3, V5",,intransitive,provisional,NP V (intransitive),run-51.3.2,pending
slam,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJP (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP PP.location (monotransitive); NP V NP PP PP.instrument (monotransitive); NP V NP-Dative NP (ditransitive),"bump-18.4-1, spank-18.3, throw-17.1-1",pending
slay,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),murder-42.1,pending
sleep,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP PP.location (monotransitive); NP V NP (monotransitive),"fit-54.3, snooze-40.4-1",pending
slide,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive),"calibratable_cos-45.6.1-1, roll-51.3.1, run-51.3.2-2, slide-11.2-1",pending
slim,classification-gap,4,"slim, slimmed, slimming, slims",814,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
sling,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive); NP V NP-Dative NP (ditransitive),"put-9.1, throw-17.1-1",pending
slip,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive),"calibratable_cos-45.6.1-1, send-11.1-1, split-23.2",pending
slit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),carve-21.2-1,pending
smash,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP ADJ PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP-Dative NP (ditransitive),"break-45.1, bump-18.4-1, carve-21.2-1, hit-18.1-1, throw-17.1-1",pending
smile,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"manner_speaking-37.3, nonverbal_expression-40.2",pending
smite,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive); NP V NP ADJP PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP PP (monotransitive); NP V NP ADJP PP.result (monotransitive),"amuse-31.1, hit-18.1",pending
smooth,classification-gap; corpus-vs-verbnet-conflict,1,smoothes,823,V5,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP PP.source (monotransitive),"other_cos-45.4, wipe_manner-10.4.1",pending
smother,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.instrument (monotransitive),"fill-9.8-1, poison-42.2, subjugate-42.3",pending
snatch,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP NP (ditransitive),"obtain-13.5.2, steal-10.5-1",pending
sneak,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP PP.trajectory (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive); NP V NP PP.result (monotransitive); NP V NP-Dative NP (ditransitive); NP V NP NP (ditransitive),"run-51.3.2-2, send-11.1-1, steal-10.5-1",pending
sniff,classification-gap,1,sniffs,829,V5,ambitransitive,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"nonverbal_expression-40.2, peer-30.3, sight-30.2, transfer_mesg-37.1.1",pending
soar,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.result (monotransitive),"calibratable_cos-45.6.1-1, roll-51.3.1",pending
sob,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive),nonverbal_expression-40.2,pending
solicit,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
solve,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),discover-84,pending
soothe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),"amuse-31.1, lure-59.3",pending
sort,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.goal (monotransitive),classify-29.10,pending
sow,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination-Conative (monotransitive),spray-9.7-1,pending
speak,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"lecture-37.11-1, talk-37.5",pending
speed,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.trajectory (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive); NP V NP PP.result (monotransitive),run-51.3.2-2,pending
spell,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP PP.manner (monotransitive); NP V NP ADVP (monotransitive); NP V NP (monotransitive); NP V NP PP.destination (monotransitive),"pronounce-29.3.1, scribble-25.2",pending
spend,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP PP.goal (monotransitive); NP V NP PP.theme (monotransitive); NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP VP.predicate (monotransitive); NP V NP PP.attribute VP.predicate (monotransitive),"consume-66-1, pay-68, spend_time-104",pending
spin,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V NP PP.location (monotransitive); NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.result (monotransitive); NP V (intransitive),"build-26.1, coil-9.6, create-26.4-1-1, roll-51.3.1, rotate-51.9.1-1, tingle-40.8.2",pending
spoil,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,entity_specific_cos-45.5,pending
spray,classification-gap; corpus-vs-verbnet-conflict,1,sprays,847,V5,ambitransitive,monotransitive,conflict,NP V NP PP.destination-Conative (monotransitive),spray-9.7-1,pending
spring,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),run-51.3.2,pending
sprout,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP PP.instrument (monotransitive),"entity_specific_cos-45.5, entity_specific_modes_being-47.2, other_cos-45.4, substance_emission-43.4-1",pending
squeeze,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),"funnel-9.3-1-1, knead-26.5, push-12-1-1, touch-20, wipe_manner-10.4.1-1",pending
stare,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,peer-30.3,pending
state,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,say-37.7-1-1,pending
steal,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V (intransitive); NP V NP NP (ditransitive),"appear-48.1.1, steal-10.5-1",pending
steep,classification-gap,2,"steep, steeps",859,"V1, V5",,monotransitive,provisional,NP V NP PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive),cooking-45.3,pending
step,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),run-51.3.2,pending
sterilize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),remedy-45.7,pending
stick,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP (monotransitive); NP V NP together (monotransitive); NP V NP PP.destination-Conative (monotransitive),"poke-19-1-1-1, put-9.1-2, shake-22.3-2, spray-9.7-1",pending
stimulate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),"amuse-31.1, engender-27.1-1, stimulate-59.4",pending
stitch,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),"build-26.1, tape-22.4",pending
stop,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),"forbid-64.4-1, lodge-46, stop-55.4-1-1, terminus-47.9",pending
store,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.location (monotransitive); NP V NP (monotransitive),"fit-54.3, keep-15.2",pending
strain,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive),"hurt-40.8.3-2, wipe_manner-10.4.1",pending
stray,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),run-51.3.2,pending
strew,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination-Conative (monotransitive),spray-9.7-1,pending
stride,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),run-51.3.2-1,pending
string,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.destination-Conative (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),"butter-9.9, pit-10.7, pocket-9.10, spray-9.7-1, tape-22.4",pending
strive,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
submit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"acquiesce-95.1-1-1, contribute-13.2-1-1",pending
subscribe,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
subtract,classification-gap; corpus-vs-verbnet-conflict,1,subtracts,884,V5,ambitransitive,monotransitive,conflict,NP V NP PP.co-theme (monotransitive); NP V NP (monotransitive); NP V NP PP (monotransitive),"multiply-108-2, remove-10.1",pending
succeed,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),succeed-74-1,pending
suggest,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP to be NP (monotransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"indicate-78-1-1, reflexive_appearance-48.1.2, say-37.7-1-1-1",pending
summon,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive),urge-58.1-1,pending
supply,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),fulfilling-13.4.1-1,pending
support,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.theme (monotransitive); NP V NP S_INF (monotransitive); NP V NP PP.instrument (monotransitive),"admire-31.2, contiguous_location-47.8, help-72.1-1, support-15.3-1",pending
suppose,corpus-vs-verbnet-conflict,0,,,,intransitive,ditransitive,conflict,NP V NP ADJ (monotransitive); NP V NP NP (ditransitive),consider-29.9-2,pending
surge,classification-gap,2,"surge, surges",893,"V1, V5",,intransitive,provisional,NP V (intransitive),"appear-48.1.1, calibratable_cos-45.6.1-1",pending
surmise,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP to be NP (monotransitive),conjecture-29.5,pending
surpass,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive),exceed-90,pending
survey,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),"assessment-34.1, investigate-35.4",pending
survive,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"exist-47.1-1, gorge-39.6",pending
swear,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP to be NP (monotransitive),conjecture-29.5,pending
sweat,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"breathe-40.1.2, substance_emission-43.4-1",pending
sweep,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),"funnel-9.3-1-1, meander-47.7, run-51.3.2-1, search-35.2, wipe_manner-10.4.1-1",pending
swell,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,"calibratable_cos-45.6.1-1, entity_specific_cos-45.5",pending
swim,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V NP (monotransitive); NP V (intransitive),"run-51.3.2-1, swarm-47.5.1-1, tingle-40.8.2",pending
swing,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive); NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.result (monotransitive),"calibratable_cos-45.6.1-1, coil-9.6-1, put_spatial-9.2, roll-51.3.1, rotate-51.9.1-1, spatial_configuration-47.6-1",pending
swot,classification-gap; verbnet-unmatched,4,"swot, swots, swotted, swotting",907,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
take,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.initial_location (monotransitive); NP V NP PP.initial_location PP.destination (monotransitive); NP V NP ADVP (monotransitive); NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP NP (ditransitive); NP V NP PP.location (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.asset (monotransitive); NP V NP PP.source NP.asset (monotransitive); NP V NP PP (monotransitive); NP V NP ADJP (monotransitive); NP V NP PP.source PP.beneficiary (monotransitive),"absorb-39.8, adopt-93.1, bring-11.3, characterize-29.2, convert-26.6.2, cost-54.2, devour-39.4, fit-54.3, get-13.5.1, remove-10.1, render-29.90, require-103, scribble-25.2, steal-10.5, vehicle_path-51.4.3",pending
talk,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive); NP V (intransitive),"compel-59.1, lecture-37.11-1, talk-37.5",pending
tap,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive),"hit-18.1-1, investigate-35.4, throw-17.1-1",pending
taste,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive); NP V NP PP.theme (monotransitive); NP V NP PP.location (monotransitive),"assessment-34.1, see-30.1, seem-109, stalk-35.3, stimulus_subject-30.4",pending
tax,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,bill-54.5-1,pending
teach,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_INF (monotransitive); NP V NP S_ING (monotransitive); NP V NP S (monotransitive); NP V NP what S (monotransitive); NP V NP what S_INF (monotransitive); NP V NP how S (monotransitive),transfer_mesg-37.1.1-1-1,pending
